iter	RMSE
0	0.07154637509
1	0.0670970934
2	0.06310189667
3	0.05920501388
4	0.05560939608
5	0.05214804987
6	0.04898761668
7	0.0460375777
8	0.0432807629
9	0.04068795363
10	0.03828884882
11	0.03591106509
12	0.03377535045
13	0.03174522094
14	0.02987285245
15	0.02814034561
16	0.02648772624
17	0.02494958467
18	0.02353354766
19	0.02214865506
20	0.02085120604
21	0.01964589517
22	0.01850880709
23	0.01749063534
24	0.01657261042
25	0.01567704157
26	0.01483717688
27	0.01406978494
28	0.01333382645
29	0.01265606765
30	0.01200620927
31	0.01140801594
32	0.01087641011
33	0.01034239066
34	0.009877675935
35	0.009429074857
36	0.008997288739
37	0.008614374305
38	0.008262446236
39	0.007929135307
40	0.007631214275
41	0.007358665663
42	0.007095885679
43	0.006852866438
44	0.006622633551
45	0.006415591947
46	0.006235434322
47	0.006070912216
48	0.005887338695
49	0.005742847268
50	0.005608305841
51	0.005486253728
52	0.005384943384
53	0.005265241438
54	0.005172305387
55	0.005075103252
56	0.004994841005
57	0.004899089664
58	0.004837024591
59	0.004767642511
60	0.004711129451
61	0.00463073364
62	0.004577871442
63	0.004480309698
64	0.00441782156
65	0.004365382026
66	0.004321421629
67	0.004285053469
68	0.004238762446
69	0.004203191267
70	0.004167116793
71	0.004139295566
72	0.00410778986
73	0.004041652655
74	0.003996681129
75	0.003966688112
76	0.003913067804
77	0.003895379671
78	0.003875815588
79	0.003854058984
80	0.003809897341
81	0.003785729902
82	0.003762383314
83	0.00374437333
84	0.003700932755
85	0.003669864309
86	0.003652031001
87	0.003611713429
88	0.003584422882
89	0.003549210677
90	0.003535701706
91	0.003499707021
92	0.003486611169
93	0.003464334871
94	0.003448690716
95	0.003438640028
96	0.003430671372
97	0.003418654113
98	0.003408394114
99	0.003366496115
100	0.003353162261
101	0.003324080015
102	0.003315261372
103	0.003308223194
104	0.003300133675
105	0.003273310039
106	0.003266161084
107	0.003250824513
108	0.003238994099
109	0.00320889991
110	0.003173208659
111	0.003166500782
112	0.003151512437
113	0.003131590053
114	0.003103608588
115	0.003095261375
116	0.003071041309
117	0.00305188314
118	0.003047776697
119	0.003042153589
120	0.003034907783
121	0.003029840166
122	0.00301220221
123	0.002998928795
124	0.002995120372
125	0.002983393139
126	0.00297473745
127	0.002970775215
128	0.002964835987
129	0.002956438502
130	0.002926779222
131	0.002912571432
132	0.002903201708
133	0.00289970148
134	0.002890157024
135	0.002882255219
136	0.002874044614
137	0.002865720617
138	0.002850912088
139	0.002824260838
140	0.002820313421
141	0.002809188353
142	0.002801512836
143	0.002790517391
144	0.002773424266
145	0.00276708666
146	0.00276028704
147	0.002745477434
148	0.00273127437
149	0.002727402895
150	0.002706384027
151	0.002696423138
152	0.002691687899
153	0.002687498355
154	0.002684379695
155	0.002671381495
156	0.002654748705
157	0.002651698314
158	0.002635669166
159	0.002623331742
160	0.002609508815
161	0.002604041902
162	0.00259971727
163	0.002591014872
164	0.002587144298
165	0.002584822913
166	0.00258232591
167	0.002577456821
168	0.002574722056
169	0.00255723058
170	0.002552644303
171	0.002548472154
172	0.002537178855
173	0.002534767471
174	0.002514223756
175	0.002509070291
176	0.002504904863
177	0.00250173438
178	0.002499311509
179	0.002485252709
180	0.002483025321
181	0.00248077982
182	0.002472762054
183	0.002463969688
184	0.002459342566
185	0.00244151104
186	0.002426567688
187	0.002422584278
188	0.002404680337
189	0.002401367038
190	0.002399253863
191	0.002385924278
192	0.002382100528
193	0.002375630953
194	0.002365342691
195	0.002356591133
196	0.00235097832
197	0.002340754494
198	0.002337005195
199	0.002325133589
200	0.002308940026
201	0.00229917352
202	0.002297158382
203	0.002294702963
204	0.002290019982
205	0.002286629515
206	0.002283232577
207	0.002273477217
208	0.002270161201
209	0.002262321913
210	0.002244168972
211	0.002236045168
212	0.002233627186
213	0.002230967414
214	0.002221987258
215	0.002219103787
216	0.002212025964
217	0.002209700263
218	0.002206463266
219	0.002204961644
220	0.002187523415
221	0.0021820308
222	0.002176882839
223	0.002166793481
224	0.002159876884
225	0.002154268692
226	0.002151009817
227	0.0021482767
228	0.002143499995
229	0.002130970489
230	0.002124063715
231	0.002101999282
232	0.002098751785
233	0.002096302237
234	0.00209394355
235	0.002091277314
236	0.002090024135
237	0.002084325929
238	0.002065505994
239	0.002056728282
240	0.002050617444
241	0.002046088912
242	0.002044683889
243	0.002039821357
244	0.002037371398
245	0.002027675142
246	0.002026640993
247	0.002024542277
248	0.002023542343
249	0.002020159767
250	0.002016770626
251	0.002012619871
252	0.002009849506
253	0.001996671401
254	0.001993224433
255	0.001990735827
256	0.001988483257
257	0.001987376381
258	0.001971109739
259	0.001961401546
260	0.001954124115
261	0.00194647834
262	0.001943210199
263	0.001933676282
264	0.001930092895
265	0.00192778604
266	0.001920973595
267	0.001914612784
268	0.00190466838
269	0.001898625474
270	0.001895584878
271	0.001893125306
272	0.001891091932
273	0.00188902414
274	0.001886506013
275	0.00188347953
276	0.001881166801
277	0.001880274476
278	0.001871432341
279	0.001869434702
